,timestampI,timestampF,MAC,RSSI,channel,latitudeI,longitudeI,latitudeF,longitudeF,cnt_pckg,id,device_id,duration,ts_sort,distancias
8377,2021-07-02 08:14:16,2021-07-02 08:16:18,38:d4:0b:7e:0b:d1,-92,5,-22.827521,-47.067282,-22.831894000000002,-47.062216,46,619,617.0,122,2021-07-02 08:14:16,0.7113357027777809
9035,2021-07-02 08:23:22,2021-07-02 08:26:17,50:92:b9:02:b9:28,-61,6,-22.829635999999997,-47.061212,-22.827469,-47.067258,59,12,617.0,175,2021-07-02 08:23:22,0.6648286162540448
9263,2021-07-02 08:31:51,2021-07-02 08:41:47,5a:ae:ef:87:15:4d,-47,6,-22.815539,-47.072573999999996,-22.818146,-47.061842,40,240,617.0,596,2021-07-02 08:31:51,1.1375224921607152
11103,2021-07-02 11:16:35,2021-07-02 11:28:57,dc:bf:e9:40:a7:15,-94,11,-22.825357,-47.065806,-22.816803,-47.062529,90,83,617.0,742,2021-07-02 11:16:35,1.0087189909278373
11226,2021-07-02 11:20:34,2021-07-02 11:27:55,c6:5c:22:fa:02:90,-54,1,-22.816549,-47.072674,-22.813613,-47.063447,64,206,617.0,441,2021-07-02 11:20:34,1.0004878880799315
11228,2021-07-02 11:20:38,2021-07-02 11:21:42,7c:8b:b5:e5:85:13,-55,1,-22.816451999999998,-47.07268,-22.813791000000002,-47.069253,118,208,617.0,64,2021-07-02 11:20:38,0.45926945060235463
11583,2021-07-02 11:59:30,2021-07-02 12:03:26,0c:cb:85:c4:9f:16,-89,6,-22.828429,-47.066348,-22.821451999999997,-47.070296,74,70,617.0,236,2021-07-02 11:59:30,0.8749841456603874
11672,2021-07-02 12:01:38,2021-07-02 12:06:32,08:cc:27:ee:0c:4e,-82,11,-22.825325,-47.066437,-22.813876,-47.070677,132,159,617.0,294,2021-07-02 12:01:38,1.3451991795930718
11769,2021-07-02 12:03:54,2021-07-02 12:09:17,d8:9a:34:1d:ae:f9,-76,1,-22.819257,-47.072203,-22.816257,-47.066218,167,256,617.0,323,2021-07-02 12:03:54,0.6982593106862484
11891,2021-07-02 12:10:14,2021-07-02 12:16:54,5a:ae:ef:87:15:4d,-54,6,-22.818901999999998,-47.066704,-22.818617,-47.059745,36,378,617.0,400,2021-07-02 12:10:14,0.713949223452482
11926,2021-07-02 12:11:49,2021-07-02 12:23:15,48:90:2f:db:fe:44,-86,11,-22.820129,-47.065725,-22.829791,-47.060032,252,413,617.0,686,2021-07-02 12:11:49,1.2225766738555008
12180,2021-07-02 12:21:16,2021-07-02 12:22:41,d4:63:c6:c9:a6:7d,-91,6,-22.829613000000002,-47.065296999999994,-22.829818,-47.061954,58,578,617.0,85,2021-07-02 12:21:16,0.3433624537577938
13144,2021-07-02 12:53:02,2021-07-02 12:54:17,0c:ec:8d:6c:1f:67,-93,11,-22.826214999999998,-47.067637,-22.831194,-47.063639,90,451,617.0,75,2021-07-02 12:53:02,0.6887674023671717
14823,2021-07-02 14:08:43,2021-07-02 14:18:57,98:39:8e:31:0b:8d,-95,1,-22.819945,-47.067735,-22.827624,-47.067152,132,287,617.0,614,2021-07-02 14:08:43,0.8559550600238937
14826,2021-07-02 14:08:59,2021-07-02 14:17:46,bc:98:df:f2:af:6e,-90,11,-22.820467,-47.068219,-22.824937,-47.065544,34,290,617.0,527,2021-07-02 14:08:59,0.5676391796570508
15363,2021-07-02 14:37:58,2021-07-02 14:49:11,68:c4:4d:76:e6:cb,-95,11,-22.829537,-47.063646000000006,-22.819572,-47.067291,246,15,617.0,673,2021-07-02 14:37:58,1.1693368955535317
16710,2021-07-02 15:48:03,2021-07-02 15:52:40,30:cb:f8:6c:11:f9,-89,1,-22.818001000000002,-47.072525,-22.819337,-47.06707,32,202,617.0,277,2021-07-02 15:48:03,0.578496918322169
16787,2021-07-02 15:51:18,2021-07-02 15:58:32,a8:96:75:4c:66:9b,-88,6,-22.815098000000003,-47.064524,-22.818326000000003,-47.064112,63,279,617.0,434,2021-07-02 15:51:18,0.36141313316346796
17801,2021-07-02 16:48:45,2021-07-02 16:55:01,48:90:2f:d6:51:cf,-93,1,-22.817429999999998,-47.072661,-22.820966000000002,-47.068033,69,263,617.0,376,2021-07-02 16:48:45,0.6161069232471766
17804,2021-07-02 16:48:50,2021-07-02 16:59:07,58:d9:c3:4a:55:30,-87,1,-22.817238,-47.072672999999995,-22.816367,-47.062499,212,266,617.0,617,2021-07-02 16:48:50,1.0472620276454367
17912,2021-07-02 16:54:24,2021-07-02 17:04:38,be:24:fd:6d:fe:04,-92,1,-22.819602,-47.067342,-22.825847,-47.067257,47,374,617.0,614,2021-07-02 16:54:24,0.6944679187287953
20016,2021-07-05 06:52:42,2021-07-05 07:05:16,62:59:d1:fb:19:82,-68,2,-22.825633,-47.066283,-22.814103,-47.06317,83,73,617.0,754,2021-07-05 06:52:42,1.3211829618911797
20378,2021-07-05 07:16:45,2021-07-05 07:18:08,ee:b5:43:48:7f:0c,-92,1,-22.828523999999998,-47.066237,-22.825494,-47.066086999999996,230,43,617.0,83,2021-07-05 07:16:45,0.33727162721813075
20389,2021-07-05 07:16:57,2021-07-05 07:18:17,0c:f4:d5:15:60:78,-93,11,-22.827886,-47.06678,-22.82531,-47.065714,30,54,617.0,80,2021-07-05 07:16:57,0.30656607127982993
22455,2021-07-05 08:32:36,2021-07-05 08:45:02,5a:ae:ef:87:15:4d,-63,1,-22.818142,-47.072326000000004,-22.820045999999998,-47.060272,252,219,617.0,746,2021-07-05 08:32:36,1.253451341557099
22852,2021-07-05 09:10:53,2021-07-05 09:12:01,8a:ca:dd:90:50:e5,-94,11,-22.81879,-47.072393,-22.815692000000002,-47.072631,189,616,617.0,68,2021-07-05 09:10:53,0.34534495501797224
22868,2021-07-05 09:11:58,2021-07-05 09:13:27,24:6f:28:23:d1:c8,-91,1,-22.815964,-47.072675,-22.812666,-47.067792,40,632,617.0,89,2021-07-05 09:11:58,0.6204612615912363
23603,2021-07-05 11:19:42,2021-07-05 11:30:42,c6:5c:22:fa:02:90,-86,1,-22.817071,-47.072722999999996,-22.818074,-47.061248,45,218,617.0,660,2021-07-05 11:19:42,1.1813882712734387
24647,2021-07-05 12:00:48,2021-07-05 12:04:52,b4:c4:fc:53:4d:0a,-77,1,-22.829586,-47.063198,-22.825314000000002,-47.06668,33,40,617.0,244,2021-07-05 12:00:48,0.5941342248766514
24889,2021-07-05 12:07:39,2021-07-05 12:11:19,d8:9a:34:1d:ae:f9,-57,10,-22.818704,-47.072229,-22.813418,-47.065213,91,282,617.0,220,2021-07-05 12:07:39,0.9287569748548039
24903,2021-07-05 12:08:12,2021-07-05 12:13:48,48:2c:a0:9b:d1:ea,-92,1,-22.817259,-47.072709,-22.820120000000003,-47.068183000000005,66,296,617.0,336,2021-07-05 12:08:12,0.5624874525440925
25086,2021-07-05 12:16:25,2021-07-05 12:26:14,48:90:2f:db:fe:44,-52,6,-22.815226000000003,-47.063809,-22.829857,-47.060151,174,477,617.0,589,2021-07-05 12:16:25,1.669533921773232
26618,2021-07-05 13:18:10,2021-07-05 13:21:01,44:1c:7f:01:5e:d2,-86,6,-22.828646,-47.066129,-22.825139,-47.066184,96,83,617.0,171,2021-07-05 13:18:10,0.3900018828994682
26620,2021-07-05 13:18:13,2021-07-05 13:21:01,28:83:35:36:52:2f,-92,6,-22.828561999999998,-47.066210999999996,-22.825139,-47.066184,33,85,617.0,168,2021-07-05 13:18:13,0.38063081811462324
26622,2021-07-05 13:18:19,2021-07-05 13:25:03,04:c8:07:92:42:0c,-91,11,-22.828322,-47.066434,-22.816823,-47.072684,103,87,617.0,404,2021-07-05 13:18:19,1.4301111815774215
26623,2021-07-05 13:18:20,2021-07-05 13:20:48,50:92:b9:78:e3:0a,-86,6,-22.82827,-47.066482,-22.82498,-47.065781,110,88,617.0,148,2021-07-05 13:18:20,0.3728194594303387
27082,2021-07-05 13:38:33,2021-07-05 13:41:07,46:a5:6c:17:8e:f0,-91,10,-22.825089000000002,-47.065934999999996,-22.831903,-47.062312,42,547,617.0,154,2021-07-05 13:38:33,0.8437716092842324
27128,2021-07-05 13:39:35,2021-07-05 13:40:59,ea:52:29:6f:4a:71,-94,3,-22.826658,-47.067622,-22.831687,-47.062801,35,593,617.0,84,2021-07-05 13:39:35,0.7462027059474193
27364,2021-07-05 14:05:56,2021-07-05 14:09:01,04:d9:f5:49:e9:53,-92,1,-22.817819,-47.072604,-22.813788,-47.069596000000004,55,178,617.0,185,2021-07-05 14:05:56,0.5440213904932917
28950,2021-07-05 15:13:45,2021-07-05 15:19:17,58:d9:c3:98:e3:12,-87,6,-22.813104,-47.067997999999996,-22.820041,-47.065595,69,245,617.0,332,2021-07-05 15:13:45,0.809726597654426
28975,2021-07-05 15:15:06,2021-07-05 15:20:26,d0:04:01:8d:39:f4,-91,12,-22.814314000000003,-47.064436,-22.817073999999998,-47.063674,99,270,617.0,320,2021-07-05 15:15:06,0.3166803087826529
28980,2021-07-05 15:15:16,2021-07-05 15:27:09,8a:25:c6:af:8d:22,-92,6,-22.814701,-47.064168,-22.825201,-47.06608,56,275,617.0,713,2021-07-05 15:15:16,1.1838796495664332
28995,2021-07-05 15:16:43,2021-07-05 15:29:07,38:9a:f6:9e:21:55,-50,11,-22.816931,-47.066167,-22.830594,-47.064392,89,290,617.0,744,2021-07-05 15:16:43,1.5301111162803245
29144,2021-07-05 15:27:46,2021-07-05 15:29:38,60:be:b5:ea:a3:55,-83,11,-22.826044,-47.067578000000005,-22.831910999999998,-47.062436,105,439,617.0,112,2021-07-05 15:27:46,0.8386336998991961
29957,2021-07-05 15:53:41,2021-07-05 16:00:49,d4:c9:4b:28:b1:51,-87,7,-22.815801,-47.066282,-22.818095,-47.063548,97,262,617.0,428,2021-07-05 15:53:41,0.37893123662310224
29963,2021-07-05 15:54:02,2021-07-05 16:01:09,50:92:b9:f2:ba:66,-90,9,-22.816720999999998,-47.066182,-22.818410999999998,-47.063851,207,268,617.0,427,2021-07-05 15:54:02,0.3039619093279317
30019,2021-07-05 15:56:33,2021-07-05 16:00:55,e0:10:7f:ad:d3:38,-92,6,-22.820225,-47.065859,-22.818041,-47.063901,36,324,617.0,262,2021-07-05 15:56:33,0.315037368321827
30020,2021-07-05 15:56:41,2021-07-05 15:57:44,58:d9:c3:98:e3:12,-94,6,-22.819791,-47.065296999999994,-22.817365,-47.063744,41,325,617.0,63,2021-07-05 15:56:41,0.3132179834665943
30985,2021-07-05 16:53:56,2021-07-05 16:57:06,46:50:d9:ca:64:ff,-92,6,-22.813872,-47.070665000000005,-22.817768,-47.066224,48,197,617.0,190,2021-07-05 16:53:56,0.6283822111371566
31061,2021-07-05 16:58:22,2021-07-05 17:08:41,f0:d7:aa:05:66:18,-45,4,-22.820557,-47.068203000000004,-22.830254,-47.064646,192,273,617.0,619,2021-07-05 16:58:22,1.138216657563488
31240,2021-07-05 17:08:06,2021-07-05 17:09:33,f0:d7:aa:24:af:a8,-94,5,-22.828292,-47.066507,-22.831787,-47.06216,120,452,617.0,87,2021-07-05 17:08:06,0.5911847226614853
34071,2021-07-06 07:56:17,2021-07-06 07:59:16,02:df:1f:5f:7c:d0,-93,1,-22.829455,-47.064805,-22.825119,-47.066879,141,47,617.0,179,2021-07-06 07:56:17,0.5269164251736099
34314,2021-07-06 08:07:53,2021-07-06 08:15:49,80:58:f8:6c:5e:72,-61,12,-22.821179,-47.06735,-22.825077,-47.065841999999996,119,290,617.0,476,2021-07-06 08:07:53,0.46016924899890216
35190,2021-07-06 08:23:37,2021-07-06 08:36:04,f2:47:80:3d:42:fc,-57,6,-22.829387,-47.061748,-22.816697,-47.06619,86,13,617.0,747,2021-07-06 08:23:37,1.4826885852324645
35204,2021-07-06 08:24:16,2021-07-06 08:35:05,58:d9:c3:90:0a:34,-54,5,-22.829477999999998,-47.064417,-22.814975,-47.064306,31,27,617.0,649,2021-07-06 08:24:16,1.6127023749597849
35267,2021-07-06 08:25:30,2021-07-06 08:35:11,6a:bc:68:b4:c4:84,-85,1,-22.825939,-47.066927,-22.814994,-47.064312,237,90,617.0,581,2021-07-06 08:25:30,1.2461918901909363
35297,2021-07-06 08:26:13,2021-07-06 08:33:13,88:b4:a6:a1:85:9f,-89,6,-22.825078,-47.065293,-22.812795,-47.067842999999996,72,120,617.0,420,2021-07-06 08:26:13,1.3905903243329474
35571,2021-07-06 08:37:57,2021-07-06 08:39:28,2e:9a:be:21:4f:b0,-80,1,-22.820777,-47.068131,-22.818666,-47.064313,134,394,617.0,91,2021-07-06 08:37:57,0.45631779248823234
37204,2021-07-06 11:12:34,2021-07-06 11:14:31,b4:c4:fc:53:4d:0a,-93,1,-22.829357,-47.062090999999995,-22.825774,-47.066547,75,21,617.0,117,2021-07-06 11:12:34,0.6060413809014115
37277,2021-07-06 11:14:58,2021-07-06 11:17:25,00:0a:f5:b2:aa:88,-83,1,-22.825436,-47.066053000000004,-22.822314000000002,-47.069459,165,94,617.0,147,2021-07-06 11:14:58,0.4923090648212472
37332,2021-07-06 11:16:36,2021-07-06 11:20:42,24:c6:96:a3:12:a1,-72,1,-22.824256,-47.067744,-22.813779999999998,-47.069668,245,149,617.0,246,2021-07-06 11:16:36,1.1814527471912506
37412,2021-07-06 11:19:09,2021-07-06 11:24:12,c6:5c:22:fa:02:90,-79,1,-22.817031,-47.072767,-22.81993,-47.067814,171,229,617.0,303,2021-07-06 11:19:09,0.6013463855481792
37698,2021-07-06 11:34:18,2021-07-06 11:35:28,08:cc:27:81:50:2b,-85,11,-22.828554999999998,-47.066299,-22.831879999999998,-47.062283,36,515,617.0,70,2021-07-06 11:34:18,0.5532538824631228
37916,2021-07-06 11:57:48,2021-07-06 11:59:25,de:db:e4:8e:ac:9c,-91,6,-22.829549,-47.064125,-22.825688,-47.066285,98,31,617.0,97,2021-07-06 11:57:48,0.4830359342657789
38817,2021-07-06 12:05:00,2021-07-06 12:14:02,5a:ae:ef:87:15:4d,-55,11,-22.816532000000002,-47.072695,-22.816817999999998,-47.062512,158,256,617.0,542,2021-07-06 12:05:00,1.0441818352009753
39827,2021-07-06 13:13:12,2021-07-06 13:15:40,d8:bb:2c:e9:49:ac,-77,6,-22.829645000000003,-47.060396999999995,-22.828091,-47.066672,110,16,617.0,148,2021-07-06 13:13:12,0.6659033933643371
39846,2021-07-06 13:14:25,2021-07-06 13:18:00,02:00:00:00:00:00,-76,1,-22.829511,-47.063612,-22.825079000000002,-47.065946999999994,56,35,617.0,215,2021-07-06 13:14:25,0.5478458812929663
40394,2021-07-06 13:36:45,2021-07-06 13:39:40,b6:7b:82:be:a2:23,-95,11,-22.824683,-47.064999,-22.831781,-47.062174,56,582,617.0,175,2021-07-06 13:36:45,0.8406890853957627
40395,2021-07-06 13:36:46,2021-07-06 13:39:08,50:92:b9:2f:19:78,-93,6,-22.824719,-47.06508,-22.831431,-47.063285,56,583,617.0,142,2021-07-06 13:36:46,0.7686789253646825
40447,2021-07-06 13:37:24,2021-07-06 13:39:09,bc:98:df:50:1e:9e,-83,8,-22.825545,-47.066505,-22.831449,-47.063249,77,635,617.0,105,2021-07-06 13:37:24,0.736435269275053
41439,2021-07-06 14:08:01,2021-07-06 14:17:21,50:92:b9:02:b9:28,-48,3,-22.816953,-47.066174,-22.824864,-47.065453000000005,139,282,617.0,560,2021-07-06 14:08:01,0.8827626274879564
42893,2021-07-06 15:10:05,2021-07-06 15:15:33,a2:80:54:8e:da:7f,-83,11,-22.825528,-47.066082,-22.813937,-47.06839,42,72,617.0,328,2021-07-06 15:10:05,1.3103900631974295
43098,2021-07-06 15:17:21,2021-07-06 15:30:02,8a:25:c6:af:8d:22,-85,1,-22.815313,-47.064893,-22.825444,-47.066505,42,277,617.0,761,2021-07-06 15:17:21,1.1385682605297982
43265,2021-07-06 15:26:25,2021-07-06 15:30:16,c6:5c:22:fa:02:90,-92,1,-22.819416,-47.060008,-22.82576,-47.066995,90,444,617.0,231,2021-07-06 15:26:25,1.0051924924653368
43643,2021-07-06 15:49:22,2021-07-06 16:00:10,e4:12:1d:04:e5:35,-89,1,-22.817752,-47.072587,-22.818274,-47.063527,207,249,617.0,648,2021-07-06 15:49:22,0.930399765928094
44561,2021-07-06 16:46:27,2021-07-06 16:50:08,c0:8c:71:be:e8:45,-90,6,-22.828339,-47.066415,-22.821795,-47.069984000000005,91,30,617.0,221,2021-07-06 16:46:27,0.8144225955327256
44583,2021-07-06 16:47:17,2021-07-06 16:59:54,02:00:00:00:00:00,-94,11,-22.827263000000002,-47.067440000000005,-22.817022,-47.063643,61,52,617.0,757,2021-07-06 16:47:17,1.203407693418299
44804,2021-07-06 16:57:28,2021-07-06 17:09:23,f0:d7:aa:05:66:18,-68,6,-22.819352,-47.067101,-22.831858,-47.062162,71,273,617.0,715,2021-07-06 16:57:28,1.4798674148076563
44882,2021-07-06 17:03:27,2021-07-06 17:06:31,5a:ae:ef:87:15:4d,-89,13,-22.818144,-47.061799,-22.824881,-47.065498999999996,229,351,617.0,184,2021-07-06 17:03:27,0.8396347115384987
44922,2021-07-06 17:06:23,2021-07-06 17:08:41,c6:41:b9:a9:55:7c,-94,11,-22.824842999999998,-47.065393,-22.831014,-47.063936,148,391,617.0,138,2021-07-06 17:06:23,0.7022439493374957
44923,2021-07-06 17:06:28,2021-07-06 17:09:36,d4:63:c6:4c:5e:a1,-89,10,-22.824879,-47.065496,-22.831094,-47.062284000000005,59,392,617.0,188,2021-07-06 17:06:28,0.7654736559955736
46855,2021-07-07 07:04:59,2021-07-07 07:06:22,96:63:11:8e:40:a0,-86,1,-22.82572,-47.066956,-22.831406,-47.063334999999995,63,359,617.0,83,2021-07-07 07:04:59,0.7331172796921129
47367,2021-07-07 07:34:04,2021-07-07 07:35:07,e2:ec:64:86:4a:15,-89,1,-22.828984,-47.065844,-22.831747,-47.062182,52,439,617.0,63,2021-07-07 07:34:04,0.4850137515118471
48222,2021-07-07 08:16:21,2021-07-07 08:18:02,70:fd:46:1f:44:a6,-93,11,-22.8252,-47.065994,-22.828551,-47.066272999999995,81,440,617.0,101,2021-07-07 08:16:21,0.3737102157648913
48446,2021-07-07 08:25:44,2021-07-07 08:27:11,7e:0a:5b:b3:e8:14,-91,11,-22.825335,-47.066564,-22.821776,-47.069983,210,126,617.0,87,2021-07-07 08:25:44,0.5285826897480688
48518,2021-07-07 08:28:46,2021-07-07 08:30:22,38:80:df:03:d4:ca,-88,13,-22.81675,-47.072705,-22.813879,-47.068882,38,198,617.0,96,2021-07-07 08:28:46,0.505423151111935
48550,2021-07-07 08:30:49,2021-07-07 08:34:48,10:94:bb:43:16:51,-79,1,-22.812769,-47.067821,-22.82096,-47.068057,98,230,617.0,239,2021-07-07 08:30:49,0.9111200400432324
51089,2021-07-07 11:14:00,2021-07-07 11:17:26,08:cc:27:ee:0c:4e,-90,11,-22.828265,-47.066483000000005,-22.822969,-47.0689,173,61,617.0,206,2021-07-07 11:14:00,0.6388674731638918
51116,2021-07-07 11:15:10,2021-07-07 11:22:33,8a:fc:77:0e:7c:05,-85,1,-22.825751,-47.0665,-22.812793,-47.067838,116,88,617.0,443,2021-07-07 11:15:10,1.4473770296377058
51223,2021-07-07 11:19:51,2021-07-07 11:26:49,d4:c9:4b:28:b1:51,-76,1,-22.816691,-47.072717,-22.82094,-47.066959999999995,140,195,617.0,418,2021-07-07 11:19:51,0.7558995010015981
51231,2021-07-07 11:20:14,2021-07-07 11:31:44,c6:5c:22:fa:02:90,-58,2,-22.816581,-47.072685,-22.818087,-47.06165,203,203,617.0,690,2021-07-07 11:20:14,1.1433468895453507
51489,2021-07-07 11:34:17,2021-07-07 11:35:38,04:92:26:05:e6:55,-80,11,-22.82396,-47.063328000000006,-22.825739000000002,-47.067065,76,461,617.0,81,2021-07-07 11:34:17,0.4310664075336904
51705,2021-07-07 12:01:12,2021-07-07 12:07:13,58:d9:c3:41:dc:54,-89,13,-22.826296,-47.067347,-22.816470000000002,-47.072665,228,121,617.0,361,2021-07-07 12:01:12,1.2210056630719177
51716,2021-07-07 12:01:24,2021-07-07 12:07:20,50:3d:c6:04:84:f6,-51,11,-22.825807,-47.066635,-22.816334,-47.072666,135,132,617.0,356,2021-07-07 12:01:24,1.2213202271102026
51722,2021-07-07 12:01:33,2021-07-07 12:04:15,0c:9d:92:7e:16:3d,-75,6,-22.825654999999998,-47.066219,-22.823352,-47.068554999999996,176,139,617.0,162,2021-07-07 12:01:33,0.35056590507121926
51761,2021-07-07 12:02:18,2021-07-07 12:14:18,f0:b5:d1:5d:08:6e,-83,11,-22.824934,-47.065287,-22.818977,-47.064552,48,177,617.0,720,2021-07-07 12:02:18,0.6666588003597128
52076,2021-07-07 12:13:23,2021-07-07 12:24:44,a0:4f:85:d4:dd:04,-93,1,-22.820498,-47.06626,-22.829808,-47.060029,74,492,617.0,681,2021-07-07 12:13:23,1.2163488392601536
53065,2021-07-07 12:32:16,2021-07-07 12:37:23,7a:90:2e:58:d4:e5,-88,6,-22.829611,-47.061471999999995,-22.825083,-47.065974,148,16,617.0,307,2021-07-07 12:32:16,0.682924849714522
53072,2021-07-07 12:32:27,2021-07-07 12:36:37,1c:cc:d6:c2:2b:b5,-92,6,-22.829549,-47.061636,-22.82546,-47.066054,53,23,617.0,250,2021-07-07 12:32:27,0.6416722420141936
53127,2021-07-07 12:34:06,2021-07-07 12:37:16,38:9a:f6:d7:e8:a9,-82,11,-22.829329,-47.065221,-22.824946,-47.065714,95,78,617.0,190,2021-07-07 12:34:06,0.4899800511258992
53137,2021-07-07 12:34:24,2021-07-07 12:37:26,4c:66:41:be:0d:b8,-92,11,-22.828632,-47.066133,-22.825149,-47.066111,53,88,617.0,182,2021-07-07 12:34:24,0.3872990274959702
53221,2021-07-07 12:35:37,2021-07-07 12:41:53,68:7d:6b:22:d0:69,-83,1,-22.825789999999998,-47.066596000000004,-22.816425,-47.07264,107,172,617.0,376,2021-07-07 12:35:37,1.2116585739628867
53227,2021-07-07 12:35:50,2021-07-07 12:38:57,0c:cb:85:c1:cb:ad,-51,3,-22.825782999999998,-47.066548,-22.823497,-47.068478999999996,45,178,617.0,187,2021-07-07 12:35:50,0.3221486518754121
